timestamp,pm25,co2,voc,humid,temp,pm10_est,score,lux,spl_a
2021-11-07 19:00:00-05:00,0,573,191,26.229999542236328,22.149999618530273,1.2054,87,132.60000610351562,48.79999923706055
2021-11-07 19:00:10-05:00,0,574,195,26.270000457763672,22.190000534057617,1.2054,87,132.5,48.900001525878906
2021-11-07 19:00:20-05:00,1,574,180,26.239999771118164,22.190000534057617,2.2175000000000002,87,132.60000610351562,48.900001525878906
2021-11-07 19:00:30-05:00,1,575,194,26.280000686645508,22.15999984741211,2.2175000000000002,87,132.60000610351562,49.099998474121094
2021-11-07 19:00:40-05:00,0,576,196,26.200000762939453,22.18000030517578,1.2054,87,132.60000610351562,49.29999923706055
2021-11-07 19:00:50-05:00,0,577,192,26.25,22.18000030517578,1.2054,87,133.0,49.5
2021-11-07 19:01:00-05:00,1,578,191,26.200000762939453,22.18000030517578,2.2175000000000002,87,133.0,49.29999923706055
2021-11-07 19:01:10-05:00,1,579,196,26.239999771118164,22.200000762939453,2.2175000000000002,87,133.0,49.70000076293945
2021-11-07 19:01:20-05:00,1,579,206,26.200000762939453,22.229999542236328,2.2175000000000002,87,133.0,49.400001525878906
2021-11-07 19:01:30-05:00,1,579,194,26.190000534057617,22.219999313354492,2.2175000000000002,87,133.0,49.0
2021-11-07 19:01:40-05:00,1,579,190,26.170000076293945,22.219999313354492,2.2175000000000002,87,133.10000610351562,48.900001525878906
2021-11-07 19:01:51-05:00,1,580,199,26.239999771118164,22.190000534057617,2.2175000000000002,87,133.0,49.29999923706055
2021-11-07 19:02:01-05:00,1,581,188,26.239999771118164,22.190000534057617,2.2175000000000002,87,133.0,49.20000076293945
2021-11-07 19:02:11-05:00,0,581,207,26.239999771118164,22.15999984741211,1.2054,87,133.0,49.29999923706055
2021-11-07 19:02:21-05:00,0,584,177,26.18000030517578,22.18000030517578,1.2054,87,133.10000610351562,49.400001525878906
2021-11-07 19:02:31-05:00,1,585,178,26.25,22.190000534057617,2.2175000000000002,87,133.10000610351562,49.099998474121094
2021-11-07 19:02:41-05:00,1,586,193,26.200000762939453,22.18000030517578,2.2175000000000002,87,133.0,49.20000076293945
2021-11-07 19:02:51-05:00,1,586,181,26.219999313354492,22.15999984741211,2.2175000000000002,87,133.10000610351562,49.29999923706055
2021-11-07 19:03:01-05:00,1,586,174,26.34000015258789,22.149999618530273,2.2175000000000002,87,133.0,49.29999923706055
2021-11-07 19:03:11-05:00,1,586,188,26.280000686645508,22.149999618530273,2.2175000000000002,87,133.10000610351562,49.29999923706055
2021-11-07 19:03:21-05:00,1,587,191,26.290000915527344,22.18000030517578,2.2175000000000002,87,133.10000610351562,49.29999923706055
2021-11-07 19:03:31-05:00,0,588,185,26.280000686645508,22.149999618530273,1.2054,87,133.10000610351562,49.29999923706055
2021-11-07 19:03:41-05:00,0,588,183,26.350000381469727,22.15999984741211,1.2054,87,133.10000610351562,49.400001525878906
2021-11-07 19:03:51-05:00,1,588,190,26.280000686645508,22.149999618530273,2.2175000000000002,87,133.10000610351562,49.29999923706055
2021-11-07 19:04:01-05:00,1,588,189,26.280000686645508,22.15999984741211,2.2175000000000002,87,133.10000610351562,49.099998474121094
2021-11-07 19:04:11-05:00,0,589,196,26.31999969482422,22.18000030517578,1.2054,87,133.0,49.29999923706055
2021-11-07 19:04:21-05:00,1,589,186,26.290000915527344,22.18000030517578,2.2175000000000002,87,133.10000610351562,49.5
2021-11-07 19:04:31-05:00,1,590,174,26.31999969482422,22.15999984741211,2.2175000000000002,87,133.10000610351562,49.599998474121094
2021-11-07 19:04:41-05:00,1,591,207,26.270000457763672,22.190000534057617,2.2175000000000002,86,133.10000610351562,49.5
2021-11-07 19:04:51-05:00,0,592,186,26.219999313354492,22.190000534057617,1.2054,87,133.0,49.5
2021-11-07 19:05:01-05:00,1,593,182,26.219999313354492,22.18000030517578,2.2175000000000002,87,133.0,49.599998474121094
2021-11-07 19:05:11-05:00,1,593,192,26.239999771118164,22.219999313354492,2.2175000000000002,86,133.0,49.70000076293945
2021-11-07 19:05:21-05:00,1,593,199,26.1200008392334,22.229999542236328,2.2175000000000002,86,132.89999389648438,49.900001525878906
2021-11-07 19:05:31-05:00,1,593,199,26.139999389648438,22.219999313354492,2.2175000000000002,86,132.89999389648438,49.70000076293945
2021-11-07 19:05:41-05:00,1,593,196,26.190000534057617,22.229999542236328,2.2175000000000002,86,133.0,49.79999923706055
2021-11-07 19:05:51-05:00,0,594,187,26.190000534057617,22.25,1.2054,86,133.0,49.79999923706055
2021-11-07 19:06:01-05:00,0,593,190,26.1200008392334,22.200000762939453,1.2054,86,132.60000610351562,50.29999923706055
2021-11-07 19:06:11-05:00,1,594,190,26.200000762939453,22.200000762939453,2.2175000000000002,86,132.60000610351562,50.0
2021-11-07 19:06:21-05:00,0,594,192,26.309999465942383,22.229999542236328,1.2054,86,132.60000610351562,49.79999923706055
2021-11-07 19:06:31-05:00,1,593,198,26.239999771118164,22.229999542236328,2.2175000000000002,86,132.6999969482422,49.70000076293945
2021-11-07 19:06:41-05:00,2,591,189,26.239999771118164,22.229999542236328,3.2296,87,132.60000610351562,49.400001525878906
2021-11-07 19:06:51-05:00,1,590,204,26.270000457763672,22.190000534057617,2.2175000000000002,86,132.60000610351562,49.20000076293945
2021-11-07 19:07:02-05:00,1,590,191,26.270000457763672,22.200000762939453,2.2175000000000002,87,132.5,49.5
2021-11-07 19:07:12-05:00,1,590,205,26.170000076293945,22.200000762939453,2.2175000000000002,86,132.60000610351562,49.400001525878906
2021-11-07 19:07:22-05:00,0,589,201,26.290000915527344,22.18000030517578,1.2054,86,132.60000610351562,49.5
2021-11-07 19:07:32-05:00,0,588,200,26.219999313354492,22.219999313354492,1.2054,87,132.5,49.599998474121094
2021-11-07 19:07:42-05:00,1,587,191,26.239999771118164,22.190000534057617,2.2175000000000002,87,132.60000610351562,49.400001525878906
2021-11-07 19:07:52-05:00,0,586,197,26.219999313354492,22.190000534057617,1.2054,87,132.60000610351562,49.29999923706055
2021-11-07 19:08:02-05:00,1,586,189,26.299999237060547,22.190000534057617,2.2175000000000002,87,132.60000610351562,49.400001525878906
2021-11-07 19:08:12-05:00,0,587,195,26.25,22.18000030517578,1.2054,87,132.60000610351562,49.5
2021-11-07 19:08:22-05:00,0,588,184,26.260000228881836,22.219999313354492,1.2054,87,132.60000610351562,49.5
2021-11-07 19:08:32-05:00,1,587,203,26.25,22.200000762939453,2.2175000000000002,87,132.60000610351562,49.400001525878906
2021-11-07 19:08:42-05:00,1,588,200,26.270000457763672,22.15999984741211,2.2175000000000002,87,132.60000610351562,49.400001525878906
2021-11-07 19:08:52-05:00,1,588,196,26.270000457763672,22.190000534057617,2.2175000000000002,87,132.60000610351562,49.5
2021-11-07 19:09:02-05:00,1,588,199,26.270000457763672,22.200000762939453,2.2175000000000002,87,132.5,49.599998474121094
2021-11-07 19:09:12-05:00,0,587,179,26.270000457763672,22.200000762939453,1.2054,87,132.60000610351562,49.400001525878906
2021-11-07 19:09:22-05:00,1,587,193,26.25,22.200000762939453,2.2175000000000002,87,132.6999969482422,49.099998474121094
2021-11-07 19:09:32-05:00,2,588,188,26.270000457763672,22.200000762939453,3.2296,87,132.60000610351562,49.0
2021-11-07 19:09:42-05:00,1,588,194,26.270000457763672,22.200000762939453,2.2175000000000002,87,132.60000610351562,49.0
2021-11-07 19:09:52-05:00,0,588,203,26.299999237060547,22.200000762939453,1.2054,86,132.60000610351562,48.900001525878906
2021-11-07 19:10:02-05:00,0,589,210,26.299999237060547,22.219999313354492,1.2054,86,132.60000610351562,49.20000076293945
2021-11-07 19:10:12-05:00,1,589,214,26.290000915527344,22.219999313354492,2.2175000000000002,86,132.60000610351562,49.20000076293945
2021-11-07 19:10:22-05:00,1,589,207,26.290000915527344,22.229999542236328,2.2175000000000002,86,132.5,49.20000076293945
2021-11-07 19:10:32-05:00,1,590,196,26.299999237060547,22.200000762939453,2.2175000000000002,87,132.5,49.20000076293945
2021-11-07 19:10:42-05:00,1,591,217,26.309999465942383,22.229999542236328,2.2175000000000002,86,132.6999969482422,49.0
2021-11-07 19:10:52-05:00,2,593,212,26.34000015258789,22.190000534057617,3.2296,86,132.60000610351562,49.099998474121094
2021-11-07 19:11:02-05:00,1,595,227,26.360000610351562,22.200000762939453,2.2175000000000002,86,132.60000610351562,49.20000076293945
2021-11-07 19:11:12-05:00,1,595,205,26.34000015258789,22.200000762939453,2.2175000000000002,86,132.60000610351562,49.099998474121094
2021-11-07 19:11:22-05:00,1,595,199,26.3700008392334,22.190000534057617,2.2175000000000002,86,132.60000610351562,49.20000076293945
2021-11-07 19:11:32-05:00,1,596,203,26.350000381469727,22.190000534057617,2.2175000000000002,86,132.5,49.29999923706055
2021-11-07 19:11:42-05:00,0,596,199,26.389999389648438,22.190000534057617,1.2054,86,132.5,49.20000076293945
2021-11-07 19:11:52-05:00,0,596,198,26.31999969482422,22.190000534057617,1.2054,86,132.5,49.5
2021-11-07 19:12:03-05:00,1,596,196,26.31999969482422,22.18000030517578,2.2175000000000002,86,132.5,49.900001525878906
2021-11-07 19:12:13-05:00,1,598,198,26.31999969482422,22.190000534057617,2.2175000000000002,86,132.60000610351562,49.70000076293945
2021-11-07 19:12:23-05:00,1,599,193,26.34000015258789,22.190000534057617,2.2175000000000002,86,132.60000610351562,49.599998474121094
2021-11-07 19:12:33-05:00,0,599,195,26.299999237060547,22.15999984741211,1.2054,86,132.60000610351562,49.599998474121094
2021-11-07 19:12:43-05:00,1,599,214,26.299999237060547,22.18000030517578,2.2175000000000002,86,132.60000610351562,49.599998474121094
2021-11-07 19:12:53-05:00,1,599,206,26.299999237060547,22.18000030517578,2.2175000000000002,86,132.60000610351562,49.70000076293945
2021-11-07 19:13:03-05:00,0,599,199,26.34000015258789,22.190000534057617,1.2054,86,132.5,49.70000076293945
2021-11-07 19:13:13-05:00,0,598,202,26.31999969482422,22.18000030517578,1.2054,86,132.60000610351562,49.79999923706055
2021-11-07 19:13:23-05:00,1,597,217,26.31999969482422,22.190000534057617,2.2175000000000002,86,132.5,49.900001525878906
2021-11-07 19:13:33-05:00,1,596,207,26.34000015258789,22.18000030517578,2.2175000000000002,86,132.5,49.900001525878906
2021-11-07 19:13:43-05:00,1,595,200,26.389999389648438,22.18000030517578,2.2175000000000002,86,132.60000610351562,49.79999923706055
2021-11-07 19:13:53-05:00,2,595,222,26.3700008392334,22.200000762939453,3.2296,86,132.5,49.79999923706055
2021-11-07 19:14:03-05:00,1,596,213,26.360000610351562,22.280000686645508,2.2175000000000002,86,132.60000610351562,49.79999923706055
2021-11-07 19:14:13-05:00,0,597,217,26.34000015258789,22.25,1.2054,86,132.60000610351562,49.599998474121094
2021-11-07 19:14:23-05:00,1,598,177,26.239999771118164,22.229999542236328,2.2175000000000002,86,132.60000610351562,49.599998474121094
2021-11-07 19:14:33-05:00,1,598,218,26.34000015258789,22.290000915527344,2.2175000000000002,86,132.60000610351562,49.70000076293945
2021-11-07 19:14:43-05:00,1,599,206,26.31999969482422,22.260000228881836,2.2175000000000002,86,132.60000610351562,49.599998474121094
2021-11-07 19:14:53-05:00,0,600,210,26.3700008392334,22.25,1.2054,86,132.60000610351562,49.70000076293945
2021-11-07 19:15:03-05:00,2,602,204,26.420000076293945,22.219999313354492,3.2296,86,132.60000610351562,49.79999923706055
