1,Tagname,FALSE
2,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2EDDSTPSP,FALSE
3,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2EEXHDO,FALSE
4,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2ELTALA,FALSE
5,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2ERAF,FALSE
6,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2ERAH,TRUE
7,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2ERFNSTS,TRUE
8,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2ERFNVFDO,TRUE
9,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2ESFNC,TRUE
10,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2ESFNVFDALA,TRUE
11,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2WDDSTP,FALSE
12,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2WOAF,FALSE
13,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2WOCCSTS,FALSE
14,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2WRAT,FALSE
15,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2WRFNC,TRUE
16,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2WSAF,TRUE
17,UVA/Data/Buildings/0202/ac_Buildings0202EquipmentAHU2WSFNC,TRUE
18,UVA/Data/Buildings/0202/ac_Buildings0202Floors22011DO,FALSE
19,UVA/Data/Buildings/0202/ac_Buildings0202Floors22011SAFSP,TRUE
20,UVA/Data/Buildings/0202/ac_Buildings0202Floors22011ZNT,TRUE
21,UVA/Data/Buildings/0202/ac_Buildings0202Floors22012SAF,TRUE
22,UVA/Data/Buildings/0202/ac_Buildings0202Floors22012SAT,TRUE
23,UVA/Data/Buildings/0202/ac_Buildings0202Floors22031DO,FALSE
24,UVA/Data/Buildings/0202/ac_Buildings0202Floors22031SAF,TRUE
25,UVA/Data/Buildings/0202/ac_Buildings0202Floors22031SAT,TRUE
26,UVA/Data/Buildings/0202/ac_Buildings0202Floors22031ZNT,TRUE
27,UVA/Data/Buildings/0202/ac_Buildings0202Floors22032HWVO,FALSE
28,UVA/Data/Buildings/0202/ac_Buildings0202Floors22032SAT,TRUE
29,UVA/Data/Buildings/0202/ac_Buildings0202Floors22032ZNT,TRUE
30,UVA/Data/Buildings/0202/ac_Buildings0202Floors22033SAF,TRUE
31,UVA/Data/Buildings/0202/ac_Buildings0202Floors2208HWVO,FALSE
32,UVA/Data/Buildings/0202/ac_Buildings0202Floors2208SAFSP,TRUE
33,UVA/Data/Buildings/0202/ac_Buildings0202Floors2208ZNT,TRUE
34,UVA/Data/Buildings/0202/ac_Buildings0202Floors2211HWVO,FALSE
35,UVA/Data/Buildings/0202/ac_Buildings0202Floors2211SAFSP,TRUE
36,UVA/Data/Buildings/0202/ac_Buildings0202Floors2211ZNT,TRUE
37,UVA/Data/Buildings/0202/ac_Buildings0202Floors2217DO,FALSE
38,UVA/Data/Buildings/0202/ac_Buildings0202Floors2217HWVO,FALSE
39,UVA/Data/Buildings/0202/ac_Buildings0202Floors2217ZNCO2,FALSE
40,UVA/Data/Buildings/0202/ac_Buildings0202Floors2218SAFSP,TRUE
41,UVA/Data/Buildings/0202/ac_Buildings0202Floors2221DO,FALSE
42,UVA/Data/Buildings/0202/ac_Buildings0202Floors2221HWVO,FALSE
43,UVA/Data/Buildings/0202/ac_Buildings0202Floors2221SAFSP,TRUE
44,UVA/Data/Buildings/0202/ac_Buildings0202Floors2221ZNT,TRUE
