sep=;
"Series";"Time";"Value"
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-20T22:52:03-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:06:21-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:15:26-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:30:01-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:32:15-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:36:41-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:21:21-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:29:23-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:38:23-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:41:53-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:42:42-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:50:37-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T01:45:55-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T01:50:25-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T01:52:04-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:15:26-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:19:36-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:27:52-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:39:54-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:43:23-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:44:30-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:55:21-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:55:59-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:56:10-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T03:03:49-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T03:07:40-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T06:00:28-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-21T19:05:32-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-22T06:00:36-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-22T19:05:42-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-23T06:00:46-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-23T19:10:50-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-24T08:00:54-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-24T18:10:58-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-25T08:01:03-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-25T18:11:07-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-26T06:01:11-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-26T19:06:15-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-27T06:01:18-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-27T15:31:28-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-27T15:32:05-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-27T19:11:23-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-28T06:01:27-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-28T19:11:32-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-29T06:01:36-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-29T19:06:42-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-30T06:01:45-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-30T19:06:49-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-31T08:01:54-04:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-31T18:01:58-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-10-31T20:56:58-04:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-01T08:02:03-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-01T18:02:06-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T06:02:11-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T09:22:29-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T09:33:18-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:02:22-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:08:19-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:11:59-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:12:55-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-02T19:08:20-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-03T06:03:24-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-03T19:08:28-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-04T06:03:32-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-04T19:03:36-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-05T06:03:41-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-05T19:13:45-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-06T06:03:49-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-06T19:13:54-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-07T08:03:58-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-07T18:09:02-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-08T08:04:06-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-08T18:24:11-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-09T06:04:14-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-09T19:04:18-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-10T06:04:22-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-10T19:14:26-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-11T06:04:29-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-11T08:46:24-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-11T09:16:49-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-11T09:17:18-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-11T19:11:27-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-12T06:01:31-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-12T19:01:35-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-13T06:01:38-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-13T19:01:43-05:00";0
