sep=;
"Series";"Time";"Value"
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-13T19:00:00-05:00";434.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-13T22:00:00-05:00";430.889
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T01:00:00-05:00";432.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T04:00:00-05:00";440.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T07:00:00-05:00";430.722
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T10:00:00-05:00";437.333
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T13:00:00-05:00";426.722
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T16:00:00-05:00";425.778
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T19:00:00-05:00";425.75
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-14T22:00:00-05:00";429.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T01:00:00-05:00";432.333
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T04:00:00-05:00";412.278
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T07:00:00-05:00";426.972
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T10:00:00-05:00";431.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T13:00:00-05:00";424.472
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T16:00:00-05:00";429.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T19:00:00-05:00";431.306
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-15T22:00:00-05:00";442.444
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T01:00:00-05:00";440.028
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T04:00:00-05:00";423
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T07:00:00-05:00";428.889
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T10:00:00-05:00";429.722
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T13:00:00-05:00";428.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T16:00:00-05:00";425.278
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T19:00:00-05:00";423.75
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-16T22:00:00-05:00";427.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T01:00:00-05:00";426.278
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T04:00:00-05:00";421.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T07:00:00-05:00";441.389
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T10:00:00-05:00";428.5
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T13:00:00-05:00";431.861
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T16:00:00-05:00";431.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T19:00:00-05:00";437.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-17T22:00:00-05:00";439.694
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T01:00:00-05:00";441.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T04:00:00-05:00";431.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T07:00:00-05:00";447.306
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T10:00:00-05:00";438.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T13:00:00-05:00";426.694
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T16:00:00-05:00";428.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T19:00:00-05:00";439.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-18T22:00:00-05:00";458.889
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T01:00:00-05:00";465.028
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T04:00:00-05:00";462.694
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T07:00:00-05:00";478.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T10:00:00-05:00";469.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T13:00:00-05:00";451.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T16:00:00-05:00";453.361
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T19:00:00-05:00";465.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-19T22:00:00-05:00";480
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T01:00:00-05:00";479.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T04:00:00-05:00";475.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T07:00:00-05:00";475.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T10:00:00-05:00";471
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T13:00:00-05:00";465.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T16:00:00-05:00";461.694
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T19:00:00-05:00";465.694
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-20T22:00:00-05:00";467.472
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T01:00:00-05:00";469.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T04:00:00-05:00";471.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T07:00:00-05:00";476.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T10:00:00-05:00";474.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T13:00:00-05:00";466.306
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T16:00:00-05:00";464.361
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T19:00:00-05:00";468.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-21T22:00:00-05:00";461.833
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T01:00:00-05:00";459.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T04:00:00-05:00";460.472
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T07:00:00-05:00";463.611
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T10:00:00-05:00";464.389
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T13:00:00-05:00";466.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T16:00:00-05:00";470.861
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T19:00:00-05:00";473.611
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-22T22:00:00-05:00";474.972
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T01:00:00-05:00";486.972
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T04:00:00-05:00";498.472
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T07:00:00-05:00";512.889
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T10:00:00-05:00";499.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T13:00:00-05:00";480.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T16:00:00-05:00";476.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T19:00:00-05:00";481.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-23T22:00:00-05:00";476.833
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T01:00:00-05:00";475.75
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T04:00:00-05:00";478.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T07:00:00-05:00";483.194
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T10:00:00-05:00";484.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T13:00:00-05:00";483.306
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T16:00:00-05:00";482.306
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T19:00:00-05:00";489.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-24T22:00:00-05:00";472.111
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T01:00:00-05:00";472.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T04:00:00-05:00";472.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T07:00:00-05:00";469.444
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T10:00:00-05:00";470.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T13:00:00-05:00";469.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T16:00:00-05:00";468.611
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T19:00:00-05:00";470.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-25T22:00:00-05:00";469.417
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T01:00:00-05:00";469.972
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T04:00:00-05:00";471.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T07:00:00-05:00";475.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T10:00:00-05:00";475.417
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T13:00:00-05:00";475.833
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T16:00:00-05:00";477.278
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T19:00:00-05:00";480.111
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-26T22:00:00-05:00";489.389
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T01:00:00-05:00";496.361
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T04:00:00-05:00";500.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T07:00:00-05:00";509.528
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T10:00:00-05:00";511.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T13:00:00-05:00";502.5
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T16:00:00-05:00";500.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T19:00:00-05:00";506.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-27T22:00:00-05:00";526.111
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T01:00:00-05:00";530.444
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T04:00:00-05:00";522.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T07:00:00-05:00";510.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T10:00:00-05:00";508.028
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T13:00:00-05:00";501.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T16:00:00-05:00";498.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T19:00:00-05:00";492.75
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-28T22:00:00-05:00";495.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T01:00:00-05:00";496.639
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T04:00:00-05:00";500.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T07:00:00-05:00";502.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T10:00:00-05:00";500.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T13:00:00-05:00";497.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T16:00:00-05:00";498.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T19:00:00-05:00";500.972
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-29T22:00:00-05:00";505.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T01:00:00-05:00";516.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T04:00:00-05:00";520.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T07:00:00-05:00";524.694
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T10:00:00-05:00";513.333
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T13:00:00-05:00";499.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T16:00:00-05:00";495.5
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T19:00:00-05:00";488.444
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-30T22:00:00-05:00";487.444
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T01:00:00-05:00";483.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T04:00:00-05:00";482.611
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T07:00:00-05:00";483.889
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T10:00:00-05:00";483.056
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T13:00:00-05:00";481.528
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T16:00:00-05:00";476.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T19:00:00-05:00";465.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2020-12-31T22:00:00-05:00";467.75
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T01:00:00-05:00";468.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T04:00:00-05:00";469.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T07:00:00-05:00";467.611
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T10:00:00-05:00";467.694
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T13:00:00-05:00";465.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T16:00:00-05:00";463.528
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T19:00:00-05:00";453.722
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-01T22:00:00-05:00";452.833
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T01:00:00-05:00";449.833
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T04:00:00-05:00";452.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T07:00:00-05:00";445
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T10:00:00-05:00";445
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T13:00:00-05:00";445
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T16:00:00-05:00";445
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T19:00:00-05:00";445
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-02T22:00:00-05:00";445.361
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T01:00:00-05:00";446.194
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T04:00:00-05:00";446.917
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T07:00:00-05:00";445.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T10:00:00-05:00";443.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T13:00:00-05:00";440.111
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T16:00:00-05:00";437.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T19:00:00-05:00";438.5
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-03T22:00:00-05:00";437.944
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T01:00:00-05:00";457.056
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T04:00:00-05:00";471.722
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T07:00:00-05:00";388
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T10:00:00-05:00";378.618
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T13:00:00-05:00";364.139
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T16:00:00-05:00";372.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T19:00:00-05:00";387.556
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-04T22:00:00-05:00";397.111
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T01:00:00-05:00";397.972
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T04:00:00-05:00";374.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T07:00:00-05:00";387
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T10:00:00-05:00";377.259
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T13:00:00-05:00";367.935
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T16:00:00-05:00";372.424
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T19:00:00-05:00";382
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-05T22:00:00-05:00";388.056
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T01:00:00-05:00";392.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T04:00:00-05:00";376.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T07:00:00-05:00";390.771
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T10:00:00-05:00";385.514
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T13:00:00-05:00";383.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T16:00:00-05:00";394.417
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T19:00:00-05:00";407.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-06T22:00:00-05:00";412.444
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T01:00:00-05:00";408.333
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T04:00:00-05:00";394.194
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T07:00:00-05:00";400
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T10:00:00-05:00";397.333
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T13:00:00-05:00";398.611
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T16:00:00-05:00";403.833
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T19:00:00-05:00";419.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-07T22:00:00-05:00";434.361
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T01:00:00-05:00";431.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T04:00:00-05:00";413.083
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T07:00:00-05:00";424.029
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T10:00:00-05:00";415.972
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T13:00:00-05:00";409.583
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T16:00:00-05:00";404.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T19:00:00-05:00";408.111
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-08T22:00:00-05:00";412.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T01:00:00-05:00";413.222
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T04:00:00-05:00";405.171
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T07:00:00-05:00";394.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T10:00:00-05:00";399.889
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T13:00:00-05:00";399.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T16:00:00-05:00";403.722
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T19:00:00-05:00";407.278
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-09T22:00:00-05:00";409.917
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T01:00:00-05:00";413.806
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T04:00:00-05:00";411.278
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T07:00:00-05:00";399.559
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T10:00:00-05:00";407.167
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T13:00:00-05:00";404.861
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T16:00:00-05:00";413.111
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T19:00:00-05:00";431.667
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-10T22:00:00-05:00";447.25
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T01:00:00-05:00";460.194
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T04:00:00-05:00";450.389
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T07:00:00-05:00";461
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-11T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-12T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-13T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-14T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-15T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-16T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-17T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-18T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T07:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T10:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T13:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T16:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T19:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-19T22:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-20T01:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-20T04:00:00-05:00";null
"co2_ppm.mean {location_specific: 211 Olsson}";"2021-01-20T07:00:00-05:00";null
