"","equipment","time","MAT","RFNC","SFNC","SFNVFDALA","SFNSTS","RFNSTS","RFNVFDO","SATSP","SAF","SAT","SFNVFDO","SAEnthalpy","MAEnthalpy","totalHeat","fanEnergy"
"132","AHU2E",2021-03-03 17:30:00,63.66666667,1,1,0,1,1,25.38333352,68,4398.715007,64.91666794,52.59999847,91.487913803957,90.2078500034135,3.19415180564744,27.6794977444051
"133","AHU2E",2021-03-03 18:00:00,61.78333282,1,1,0,1,1,23.88333352,68,4237.475016,63.48333232,52.59999847,90.020106462296,88.279221974321,4.18480492113086,26.6648737098655
"134","AHU2E",2021-03-03 18:30:00,59.95000013,1,1,0,1,1,23.96666686,68,4396.171631,61.40000025,52.59999847,87.8866702560125,86.4017976331265,3.70307024991013,27.6634932135039
"135","AHU2E",2021-03-03 19:00:00,60.45000076,0.166666667,0.166666667,0,0.166666667,0.166666667,4.383333206,57.16666667,839.2383321,63.01666768,8.766666412,89.542218537704,86.913823278278,1.25133646008189,5.28101854369131
"136","AHU2E",2021-03-03 19:30:00,61.45000013,0,0,0,0,0,0,55,100.6900024,67.51666768,0,94.150443537704,87.9378726331265,0.354858997383312,0.633605198308985
"137","AHU2E",2021-03-03 20:00:00,62.33333333,0,0,0,0,0,0,55,100.6900024,70.23333359,0,96.9324452628395,88.8424499965865,0.462096554407617,0.633605198308985
"138","AHU2E",2021-03-03 20:30:00,63.21666718,0,0,0,0,0,0,55,101.198335,70.91666794,0,97.632213803957,89.747028025679,0.452671767154192,0.636803948633277
"139","AHU2E",2021-03-03 21:00:00,63.94999949,0,0,0,0,0,0,55,103.7399979,71.11666616,0,97.837021981148,90.4979969777345,0.43189951237095,0.652797699625472
"140","AHU2E",2021-03-03 21:30:00,64.5,0,0,0,0,0,0,55,103.7399979,71.11666616,0,97.837021981148,91.061225,0.398753705120399,0.652797699625472
"141","AHU2E",2021-03-03 22:00:00,64.90000025,0,0,0,0,0,0,55,103.7399979,70.80000051,0,97.5127405222655,91.4708452560125,0.355563800106595,0.652797699625472
"142","AHU2E",2021-03-03 22:30:00,65.23333359,0,0,0,0,0,0,55,102.7233327,70.35000102,0,97.051918544531,91.8121952628395,0.305334279194009,0.646400198976888
"143","AHU2E",2021-03-03 23:00:00,65.41666794,0,0,0,0,0,0,55,102.7233327,70.73333359,0,97.4444702628395,91.999938803957,0.317269061584936,0.646400198976888
"144","AHU2E",2021-03-03 23:30:00,65.61666489,0,0,0,0,0,0,55,102.2150002,70.46666718,0,97.171390525679,92.2047456806045,0.287988967592181,0.64320144928186
"145","AHU2E",2021-03-04 00:00:00,65.88333511,0,0,0,0,0,0,55,102.2150002,70.15000025,0,96.8471077560125,92.4778293193955,0.253350908980736,0.64320144928186
"146","AHU2E",2021-03-04 00:30:00,66,0,0,0,0,0,0,55,100.6900024,70.00000127,0,96.6935013005435,92.5973,0.233973005526596,0.633605198308985
"147","AHU2E",2021-03-04 01:00:00,66.06666565,0,0,0,0,0,0,55,101.7066676,70.26666768,0,96.966581037704,92.6655689588825,0.248152239383341,0.640002698957568
"148","AHU2E",2021-03-04 01:30:00,66.21666718,0,0,0,0,0,0,55,101.7066676,70.06666565,0,96.7617689588825,92.819178025679,0.22747268575795,0.640002698957568
