"","equipment","time","MAT","RFNC","SFNC","SFNVFDALA","SFNSTS","RFNSTS","RFNVFDO","SATSP","SAF","SAT","SFNVFDO","SAEnthalpy","MAEnthalpy","totalHeat","fanEnergy"
"465","AHU2E",2021-03-10 16:00:00,74.18333308,1,1,0,1,1,20,66.33333333,3957.723307,66.21666718,50.40000153,92.819178025679,100.977442240574,18.3164500667082,24.9044989672562
"466","AHU2E",2021-03-10 16:30:00,73.50000127,1,1,0,1,1,20,60.5,3733.413411,60.89999962,50.40000153,87.374644610861,100.277676300544,27.3272518079793,23.49299918823
"467","AHU2E",2021-03-10 17:00:00,72.08333333,1,1,0,1,1,20,55.5,3977.560018,56.23333359,50.40000153,82.5957452628395,98.8269374965865,36.623957755184,25.0293241028941
"468","AHU2E",2021-03-10 17:30:00,71.21666718,1,1,0,1,1,20,55.16666667,4066.571696,55.59999975,50.40000153,81.9471797439875,97.939428025679,36.8923286428075,25.5894418955917
"469","AHU2E",2021-03-10 18:00:00,69.98333359,1,1,0,1,1,20.23333327,59.5,4144.903402,58.56666565,50.51666768,84.9851939588825,96.6764327628395,27.4898934580329,26.082354547603
"470","AHU2E",2021-03-10 18:30:00,68.7166659,1,1,0,1,1,22.09999975,65.33333333,4236.456624,64.3333346,50.70000076,90.89055129713,95.379301714895,10.7876372497396,26.6584653430988
"471","AHU2E",2021-03-10 19:00:00,67.91666667,0.166666667,0.166666667,0,0.166666667,0.166666667,3.833333333,57,799.5616519,67.06666692,8.450000127,93.689620259426,94.5600625034135,0.394811712515659,5.0313477697599
"472","AHU2E",2021-03-10 19:30:00,68.45000076,0,0,0,0,0,0,55,103.7399979,69.16666794,0,95.840126303957,95.106223278278,0.0431899821530648,0.652797699625472
"473","AHU2E",2021-03-10 20:00:00,68.70000076,0,0,0,0,0,0,55,103.7399979,71.69999949,0,98.4343844777345,95.362235778278,0.18079506809272,0.652797699625472
"474","AHU2E",2021-03-10 20:30:00,68.98333359,0,0,0,0,0,0,55,103.7399979,73.23333359,0,100.00459526284,95.6523827628395,0.256126454891553,0.652797699625472
"475","AHU2E",2021-03-10 21:00:00,69.13333257,0,0,0,0,0,0,55,103.7399979,73.66666667,0,100.448350003414,95.8059892183085,0.273201598087527,0.652797699625472
"476","AHU2E",2021-03-10 21:30:00,69.30000305,0,0,0,0,0,0,55,103.7399979,74.21666718,0,101.011578025679,95.9766681233525,0.296303000825731,0.652797699625472
"477","AHU2E",2021-03-10 22:00:00,69.3666687,0,0,0,0,0,0,55,104.2483317,74.56666565,0,101.369993958883,96.044937082235,0.314913643003514,0.655996457500922
"478","AHU2E",2021-03-10 22:30:00,69.46666718,0,0,0,0,0,0,55,104.2483317,74.59999847,0,101.404128433203,96.147340525679,0.310876347202053,0.655996457500922
"479","AHU2E",2021-03-10 23:00:00,69.54999924,0,0,0,0,0,0,55,103.7399979,74.41666667,0,101.216387503413,96.232676721722,0.2932899472899,0.652797699625472
"480","AHU2E",2021-03-10 23:30:00,69.68333308,0,0,0,0,0,0,55,104.2483317,73.86666616,0,100.653159481148,96.369217240574,0.253344121696052,0.655996457500922
"481","AHU2E",2021-03-11 00:00:00,69.80000305,0,0,0,0,0,0,55,103.7399979,73.51666641,0,100.294742237161,96.4886931233525,0.223984896569912,0.652797699625472
"482","AHU2E",2021-03-11 00:30:00,69.66666667,0,0,0,0,0,0,55,103.7399979,73.63333257,0,100.414214218308,96.3521500034135,0.239051311695578,0.652797699625472
"483","AHU2E",2021-03-11 01:00:00,69.76666896,0,0,0,0,0,0,55,103.7399979,73.41666794,0,100.192338803957,96.454557348488,0.219967364495336,0.652797699625472
"484","AHU2E",2021-03-11 01:30:00,69.59999847,0,0,0,0,0,0,55,104.2483317,73.41666794,0,100.192338803957,96.2838784332035,0.231138844598358,0.655996457500922
"485","AHU2E",2021-03-11 02:00:00,69.76666896,0,0,0,0,0,0,55,103.7399979,73.06666692,0,99.833920259426,96.454557348488,0.198874536151565,0.652797699625472
"486","AHU2E",2021-03-11 02:30:00,69.80000305,0,0,0,0,0,0,55,103.7399979,72.88333511,0,99.6461793193955,96.4886931233525,0.185817155242651,0.652797699625472
"487","AHU2E",2021-03-11 03:00:00,69.80000305,0,0,0,0,0,0,55,103.7399979,72.76666896,0,99.526707348488,96.4886931233525,0.178786264088452,0.652797699625472
"488","AHU2E",2021-03-11 03:30:00,69.80000305,0,0,0,0,0,0,55,103.7399979,72.58333206,0,99.338961196043,96.4886931233525,0.16773745697132,0.652797699625472
"489","AHU2E",2021-03-11 04:00:00,69.80000305,0,0,0,0,0,0,55,103.7399979,72.46666718,0,99.219490525679,96.4886931233525,0.160706642353732,0.652797699625472
"490","AHU2E",2021-03-11 04:30:00,69.8666687,0,0,0,0,0,0,55,103.7399979,72.28333537,0,99.0317495856485,96.556962082235,0.145640533374511,0.652797699625472
"491","AHU2E",2021-03-11 05:00:00,69.91666794,0,0,0,0,0,0,55,103.7399979,72.09999847,0,98.8440034332035,96.608163803957,0.131578519648329,0.652797699625472
"492","AHU2E",2021-03-11 05:30:00,70,0,0,0,0,0,0,55,103.7399979,72.03333282,0,98.775734474321,96.6935,0.122538900423822,0.652797699625472
"493","AHU2E",2021-03-11 06:00:00,57.90000025,0.833333333,0.833333333,0,0.833333333,0.833333333,19.63333321,53.5,3725.781617,55.58333333,54.3333327,81.9301124965865,84.3024952560125,5.01418399579192,23.4449751120004
"494","AHU2E",2021-03-11 06:30:00,53.74000015,1,1,0,1,1,23.24000015,54.2,4497.797949,53.26000061,55.60000076,79.5509036246705,80.0424471536075,1.25418047868372,28.3029903019437
"495","AHU2E",2021-03-11 07:00:00,54.60000038,1,1,0,1,1,24.23333359,53.66666667,4486.199951,53.75,54.83333397,80.0526875,80.923130389139,2.21522079492984,28.230008360861
"496","AHU2E",2021-03-11 07:30:00,55.79999924,1,1,0,1,1,21.88333352,54,4204.921712,54.5,53.8333327,80.820725,82.151989221722,3.17555973276312,26.4600277257071
"497","AHU2E",2021-03-11 08:00:00,58.40000025,1,1,0,1,1,20.38333352,53.33333333,3966.876668,54.06666692,52.33333333,80.376970259426,84.8145202560125,9.98596567647103,24.9620977056946
"498","AHU2E",2021-03-11 08:30:00,62,1,1,0,1,1,20,53,3795.465047,54.14999962,51.26666578,80.462307110861,88.5011,17.3082814049421,23.8834673399437
"499","AHU2E",2021-03-11 09:00:00,64.44999949,1,1,0,1,1,20,53,3855.993327,53.80000051,51.29999924,80.1038905222655,91.0100219777345,23.8564112780788,24.2643495719289
"500","AHU2E",2021-03-11 09:30:00,66.7833341,1,1,0,1,1,20,53,3806.146606,53.63333384,51.23333295,79.933215518852,93.399473285105,29.0757246496598,23.9506824670381
"501","AHU2E",2021-03-11 10:00:00,69.55000051,1,1,0,1,1,20,53,3689.158325,53.63333321,50.83333397,79.9332148737005,96.2326780222655,34.1113341626755,23.2145181884003
"502","AHU2E",2021-03-11 10:30:00,71.7166659,1,1,0,1,1,20,53,3805.129964,53.60000038,50.70000076,79.899080389139,98.451451714895,40.0467276583958,23.9442851123786
"503","AHU2E",2021-03-11 11:00:00,72.53333282,1,1,0,1,1,20,55.5,4118.959961,55.23333359,50.70000076,81.5716952628395,99.287759474321,41.3954804567744,25.9191020032807
"504","AHU2E",2021-03-11 11:30:00,73.86666743,1,1,0,1,1,22.53333282,61.5,4231.879964,60.7833341,50.70000076,87.255173285105,100.653160781692,32.1640716036403,26.6296661028786
"505","AHU2E",2021-03-11 12:00:00,75.3333346,1,1,0,1,1,23.16666635,67,4306.651652,66.61666616,50.70000076,93.228796981148,102.15510129713,21.8076839815941,27.1001768693292
"506","AHU2E",2021-03-11 12:30:00,75.0833346,1,1,0,1,1,24.51666641,68,4452.121663,68.13333384,50.73333359,94.781940518852,101.89908879713,17.9750931359538,28.0155662125681
"507","AHU2E",2021-03-11 13:00:00,76.2166659,1,1,0,1,1,23.14999994,68,4297.49349,68.41666794,50.79999924,95.072088803957,103.059676714895,19.472826305507,27.0425479199613
"508","AHU2E",2021-03-11 13:30:00,76.65000153,1,1,0,1,1,27.09999975,64.5,4634.72168,64.36666807,51.23333359,90.9246864370835,103.503434066797,33.0719021868147,29.1646010444762
"509","AHU2E",2021-03-11 14:00:00,77.06666692,1,1,0,1,1,26.88333289,58.5,4493.323405,59.14999898,52.96666718,85.582556455469,103.930120259426,46.767504430526,28.2748336402009
"510","AHU2E",2021-03-11 14:30:00,78.69999949,1,1,0,1,1,20,53.5,3663.726685,54.15000089,51.4166654,80.4623084114045,105.602734477735,52.250904508426,23.0544862197694
"511","AHU2E",2021-03-11 15:00:00,77.66666667,1,1,0,1,1,20,53.16666667,3865.148315,53.76666578,50.79999924,80.069754092009,104.544550003413,53.6640386933192,24.3219585484806
"512","AHU2E",2021-03-11 15:30:00,76.91666667,1,1,0,1,1,20,57.5,4042.664998,57.13333321,50.79999924,83.5173898737005,103.776512503413,46.4607802668833,25.4390058268047
"513","AHU2E",2021-03-11 16:00:00,76.3333346,1,1,0,1,1,20,63.5,4094.03833,62.4166673,50.79999924,88.927788148565,103.17915129713,33.0983559888004,25.7622793339434
"514","AHU2E",2021-03-11 16:30:00,76.88333384,1,1,0,1,1,20.11666679,67.83333333,3947.550049,67.7166659,50.79999924,94.355251714895,103.742378018852,21.0212442213874,24.840482391639
"515","AHU2E",2021-03-11 17:00:00,76.35000102,1,1,0,1,1,20,67,4058.433309,66.73333359,50.79999924,93.3482702628395,103.196218544531,22.6726500313114,25.5382300157015
"516","AHU2E",2021-03-11 17:30:00,74.78333282,1,1,0,1,1,20.70000013,61.5,4123.538371,62.06666629,50.79999924,88.5693696142745,101.591871974321,30.4622933851122,25.9479122556081
"517","AHU2E",2021-03-11 18:00:00,73.21666718,1,1,0,1,1,20.26666673,55.5,3741.550008,56.09999975,50.71666654,82.4592047439875,99.987528025679,37.2040346539148,23.5441998043077
"518","AHU2E",2021-03-11 18:30:00,72.15000025,1,1,0,1,1,20,53,3848.871704,53.91666667,50.61666552,80.2233625034135,98.8952077560125,40.7679417471845,24.2195358143994
"519","AHU2E",2021-03-11 19:00:00,69.90000153,0.166666667,0.166666667,0,0.166666667,0.166666667,3.333333333,54.66666667,761.9250094,54.41666603,8.433333079,80.7353868480215,96.5910965667965,6.8532413548965,4.79451420370075
"520","AHU2E",2021-03-11 19:30:00,66.98333359,0,0,0,0,0,0,55,100.6900024,58.83333333,0,85.2582749965865,93.6042827628395,0.47671986261013,0.633605198308985
"521","AHU2E",2021-03-11 20:00:00,65.83333333,0,0,0,0,0,0,55,100.6900024,64.54999987,0,91.1124273668735,92.4266249965865,0.0750663228487036,0.633605198308985
"522","AHU2E",2021-03-11 20:30:00,65.53333282,0,0,0,0,0,0,55,101.198335,68.54999924,0,95.208626721722,92.119409474321,0.177345400580988,0.636803948633277
"523","AHU2E",2021-03-11 21:00:00,65.58333206,0,0,0,0,0,0,55,100.6900024,69.55000051,0,96.2326780222655,92.170611196043,0.232023261126121,0.633605198308985
"524","AHU2E",2021-03-11 21:30:00,65.63333257,0,0,0,0,0,0,55,100.6900024,70.94999949,0,97.6663469777345,92.2218142183085,0.31098903592504,0.633605198308985
"525","AHU2E",2021-03-11 22:00:00,65.78333537,0,0,0,0,0,0,55,102.2150002,72.71666718,0,99.475503025679,92.3754245856485,0.411695283949222,0.64320144928186
"526","AHU2E",2021-03-11 22:30:00,65.98333359,0,0,0,0,0,0,55,103.2316653,73.31666819,0,100.08993405997,92.5802327628395,0.43977821060715,0.64959894930118
"527","AHU2E",2021-03-11 23:00:00,66.09999847,0,0,0,0,0,0,55,103.7399979,73.94999949,0,100.738496977734,92.6997034332035,0.473080689917098,0.652797699625472
"528","AHU2E",2021-03-11 23:30:00,66.2833341,0,0,0,0,0,0,55,103.7399979,74.1666654,0,100.96037370287,92.887448285105,0.475089340848144,0.652797699625472
"529","AHU2E",2021-03-12 00:00:00,66.65000025,0,0,0,0,0,0,55,103.7399979,73.91666794,0,100.704363803957,93.2629327560125,0.437926078662278,0.652797699625472
"530","AHU2E",2021-03-12 00:30:00,67,0,0,0,0,0,0,55,103.7399979,73.76666641,0,100.550754737161,93.62135,0.407793477418128,0.652797699625472
"531","AHU2E",2021-03-12 01:00:00,67.31666819,0,0,0,0,0,0,55,104.2483317,73.40000025,0,100.175270256012,93.9456340599695,0.368408727742553,0.655996457500922
"532","AHU2E",2021-03-12 01:30:00,67.63333384,0,0,0,0,0,0,55,103.7399979,72.38333257,0,99.1341517183085,94.269915518852,0.286258902459829,0.652797699625472
"533","AHU2E",2021-03-12 02:00:00,67.93333435,0,0,0,0,0,0,55,103.7399979,71.71666845,0,98.4514543262225,94.5771310411175,0.228002811930193,0.652797699625472
"534","AHU2E",2021-03-12 02:30:00,68.04999924,0,0,0,0,0,0,55,103.7399979,72.06666565,0,98.8098689588825,94.696601721722,0.242064594841242,0.652797699625472
"535","AHU2E",2021-03-12 03:00:00,68.18333308,0,0,0,0,0,0,55,103.7399979,71.46666718,0,98.195440525679,94.833142240574,0.197870287825305,0.652797699625472
"536","AHU2E",2021-03-12 03:30:00,68.3666687,0,0,0,0,0,0,55,103.7399979,71.13333384,0,97.854090518852,95.020887082235,0.16673320804241,0.652797699625472
"537","AHU2E",2021-03-12 04:00:00,68.40000153,0,0,0,0,0,0,55,103.7399979,72.30000051,0,99.0488155222655,95.0550215667965,0.235033626547781,0.652797699625472
"538","AHU2E",2021-03-12 04:30:00,68.40000153,0,0,0,0,0,0,55,103.7399979,73,0,99.76565,95.0550215667965,0.27721912955945,0.652797699625472
"539","AHU2E",2021-03-12 05:00:00,68.51666641,0,0,0,0,0,0,55,103.7399979,73.09999847,0,99.8680534332035,95.1744922371605,0.276214727557316,0.652797699625472
"540","AHU2E",2021-03-12 05:30:00,68.63333257,0,0,0,0,0,0,55,103.7399979,72.95000076,0,99.714448278278,95.2939642183085,0.260144216575961,0.652797699625472
"541","AHU2E",2021-03-12 06:00:00,61.30000051,0.833333333,0.833333333,0,0.833333333,0.833333333,21.39999962,53.5,4024.861696,56.31666692,63.08333333,82.681082759426,87.7842655222655,11.6517241763878,25.326976187065
"542","AHU2E",2021-03-12 06:30:00,59.15000025,1,1,0,1,1,20,53,3791.396688,52.69999949,57.49999936,78.9774344777345,85.5825577560125,14.206211157469,23.8578666512006
"543","AHU2E",2021-03-12 07:00:00,59.68333371,1,1,0,1,1,20,53,4036.560018,53.43333371,52.65000089,79.7284053857255,86.1287178857255,14.6558396598944,25.4005894302274
"544","AHU2E",2021-03-12 07:30:00,60.36666743,1,1,0,1,1,20,53,4306.139933,53.76666705,52.70000076,80.0697553925525,86.8284857816915,16.5101634436376,27.0969568096336
"545","AHU2E",2021-03-12 08:00:00,62.13333321,1,1,0,1,1,20,53,3656.605021,53.21666654,51.16666667,79.506527370287,88.6376398737005,18.9408670865585,23.009672204242
"546","AHU2E",2021-03-12 08:30:00,63.48333295,1,1,0,1,1,20,53,3852.43335,53.59999975,50.5,79.8990797439875,90.0201071074475,22.1186106767385,24.2419479443661
"547","AHU2E",2021-03-12 09:00:00,65.71666718,1,1,0,1,1,20,53,4074.70992,53.59999975,50.5,79.8990797439875,92.307153025679,28.6813215126203,25.6406527497827
"548","AHU2E",2021-03-12 09:30:00,66.38333257,1,1,0,1,1,20,53,3741.039958,52.9166673,50.5,79.199313148565,92.9898517183085,29.2665604975245,23.5409902470161
"549","AHU2E",2021-03-12 10:00:00,66.90000025,1,1,0,1,1,23.89999994,55.33333333,4510.616699,55.16666603,51.33333333,81.5034243480215,93.5189452560125,30.7451515714617,28.3836539869396
"550","AHU2E",2021-03-12 10:30:00,67.04999924,1,1,0,1,1,22.21666654,54.66666667,3972.473307,54.61666679,51.84999975,80.9401976262995,93.672551721722,28.6924614845372,24.9973152990896
"551","AHU2E",2021-03-12 11:00:00,67.04999924,1,1,0,1,1,20,53.5,3889.055054,53.48333359,50.96666718,79.7796077628395,93.672551721722,30.6504239903349,24.4723948752655
"552","AHU2E",2021-03-12 11:30:00,67.01666768,1,1,0,1,1,24.9333334,58.5,4433.811686,57.45000013,51.15000025,83.8416726331265,93.638418537704,24.6409359170722,27.900348253172
"553","AHU2E",2021-03-12 12:00:00,65.16666667,1,1,0,1,1,21.68333308,61,3940.935018,60.36666743,51.20000076,86.8284857816915,91.7439250034135,10.9890390308758,24.7988564314774
"554","AHU2E",2021-03-12 12:30:00,64.30000051,1,1,0,1,1,20,61,3715.099976,60.43333308,51.20000076,86.896754740574,90.8564155222655,8.34500495955741,23.3777594689101
"555","AHU2E",2021-03-12 13:00:00,64.34999975,1,1,0,1,1,20,61,3833.105021,61.18333308,51.20000076,87.664792240574,90.9076172439875,7.05135115393842,24.1203218699086
"556","AHU2E",2021-03-12 13:30:00,64.41666667,1,1,0,1,1,20,59,4019.27002,59.5,51.20000076,85.940975,90.9758875034135,11.4798766859962,25.291789824006
"557","AHU2E",2021-03-12 14:00:00,64.3666687,1,1,0,1,1,20,54.66666667,4010.619995,55.53333346,51.20000076,81.878910129713,90.924687082235,20.5804800686046,25.2373583941235
"558","AHU2E",2021-03-12 14:30:00,64.91666794,1,1,0,1,1,20.26666673,55.5,4212.041626,55.53333346,51.20000076,81.878910129713,91.487913803957,22.9598541799052,26.5048307291274
"559","AHU2E",2021-03-12 15:00:00,65.40000025,1,1,0,1,1,20.65000025,61,4008.076619,60.38333321,51.20000076,86.8455523737005,91.9828702560125,11.6807456164212,25.2213538632223
"560","AHU2E",2021-03-12 15:30:00,67.05000051,1,1,0,1,1,20,62,3743.583293,62.5,51.20000076,89.013125,93.6725530222655,9.89505515284002,23.5569945199194
"561","AHU2E",2021-03-12 16:00:00,69.18333308,1,1,0,1,1,20,62,3810.726685,62.53333282,51.20000076,89.047259474321,95.857192240574,14.721387244462,23.9795032217694
"562","AHU2E",2021-03-12 16:30:00,70.53333282,1,1,0,1,1,20,60.33333333,3902.786702,60.63333448,51.20000076,87.101566174244,97.239659474321,22.4454962532394,24.5588030920375
"563","AHU2E",2021-03-12 17:00:00,70.68333308,1,1,0,1,1,20,54.66666667,3802.07666,55.41666603,51.20000076,81.7594368480215,97.393267240574,33.7197523843388,23.9250717918869
"564","AHU2E",2021-03-12 17:30:00,71.5,1,1,0,1,1,20,53,3580.818319,53.68333308,50.75,79.984417240574,98.229575,37.061929116067,22.5327743275378
"565","AHU2E",2021-03-12 18:00:00,70.18333435,1,1,0,1,1,20,55.5,4023.335042,55.23333359,50.70000076,81.5716952628395,96.8812435411175,34.9419138007737,25.3173695142339
"566","AHU2E",2021-03-12 18:30:00,68.81666692,1,1,0,1,1,21.71666654,61.5,4132.695109,60.59999911,50.70000076,87.0674290885955,95.481707759426,19.7264242450807,26.005532244267
"567","AHU2E",2021-03-12 19:00:00,68.30000051,0.166666667,0.166666667,0,0.166666667,0.166666667,3.850000064,56.66666667,791.4266561,64.53333282,8.450000127,91.095359474321,94.9526155222655,1.73175820460838,4.98015722944563
"568","AHU2E",2021-03-12 19:30:00,68.48333359,0,0,0,0,0,0,55,103.2316653,65.98333359,0,92.5802327628395,95.1403577628395,0.149924364083683,0.64959894930118
"569","AHU2E",2021-03-12 20:00:00,68.40000153,0,0,0,0,0,0,55,103.2316653,66.98333359,0,93.6042827628395,95.0550215667965,0.0849572160088964,0.64959894930118
"570","AHU2E",2021-03-12 20:30:00,68.31666946,0,0,0,0,0,0,55,102.7233327,67.98333359,0,94.6283327628395,94.969685360513,0.0198916323932275,0.646400198976888
"571","AHU2E",2021-03-12 21:00:00,68.30000305,0,0,0,0,0,0,55,103.2316653,68.70000076,0,95.362235778278,94.9526181233525,0.0239877609226717,0.64959894930118
"572","AHU2E",2021-03-12 21:30:00,68.23333486,0,0,0,0,0,0,55,103.7399979,69.28333282,0,95.959596974321,94.884346563383,0.0632781776795673,0.652797699625472
"573","AHU2E",2021-03-12 22:00:00,68.09999847,0,0,0,0,0,0,55,103.7399979,69.68333181,0,96.3692159400305,94.7478034332035,0.0954196600672472,0.652797699625472
"574","AHU2E",2021-03-12 22:30:00,68.09999847,0,0,0,0,0,0,55,103.7399979,70.25,0,96.9495125,94.7478034332035,0.129569945856544,0.652797699625472
"575","AHU2E",2021-03-12 23:00:00,68.09999847,0,0,0,0,0,0,55,103.7399979,69.95000203,0,96.6422995788215,94.7478034332035,0.111490553731659,0.652797699625472
"576","AHU2E",2021-03-12 23:30:00,68.09999847,0,0,0,0,0,0,55,103.7399979,69.8666687,0,96.556962082235,94.7478034332035,0.106468466581728,0.652797699625472
"577","AHU2E",2021-03-13 00:00:00,68.03333282,0,0,0,0,0,0,55,103.7399979,69.3333346,0,96.01080129713,94.679534474321,0.0783446699444958,0.652797699625472
"578","AHU2E",2021-03-13 00:30:00,67.71666718,0,0,0,0,0,0,55,103.7399979,69.09999847,0,95.7718534332035,94.355253025679,0.0833665268819421,0.652797699625472
"579","AHU2E",2021-03-13 01:00:00,67.54999924,0,0,0,0,0,0,55,103.7399979,69.09999847,0,95.7718534332035,94.184576721722,0.093410778321066,0.652797699625472
"580","AHU2E",2021-03-13 01:30:00,67.30000178,0,0,0,0,0,0,55,103.7399979,69.09999847,0,95.7718534332035,93.928566822809,0.108476887300288,0.652797699625472
"581","AHU2E",2021-03-13 02:00:00,67.11666489,0,0,0,0,0,0,55,103.2316653,69.23333232,0,95.908393962296,93.7408206806045,0.126936007367758,0.64959894930118
"582","AHU2E",2021-03-13 02:30:00,67.33333588,0,0,0,0,0,0,55,103.7399979,69.86666743,0,96.5569607816915,93.962702607914,0.152671347992099,0.652797699625472
"583","AHU2E",2021-03-13 03:00:00,67.48333359,0,0,0,0,0,0,55,103.7399979,70.08333333,0,96.7788374965865,94.1163077628395,0.156689109676508,0.652797699625472
"584","AHU2E",2021-03-13 03:30:00,67.59999847,0,0,0,0,0,0,55,103.7399979,69.95000076,0,96.642298278278,94.2357784332035,0.141623001299936,0.652797699625472
"585","AHU2E",2021-03-13 04:00:00,67.59999847,0,0,0,0,0,0,55,103.7399979,69.59999847,0,96.2838784332035,94.2357784332035,0.120530096419554,0.652797699625472
"586","AHU2E",2021-03-13 04:30:00,67.59999847,0,0,0,0,0,0,55,103.7399979,69.81666946,0,96.505760360513,94.2357784332035,0.133587784077565,0.652797699625472
"587","AHU2E",2021-03-13 05:00:00,67.58333206,0,0,0,0,0,0,55,103.7399979,69.70000076,0,96.386285778278,94.218711196043,0.127561141249625,0.652797699625472
"588","AHU2E",2021-03-13 05:30:00,67.5,0,0,0,0,0,0,55,103.7399979,69.64999898,0,96.335081455469,94.133375,0.129569792180672,0.652797699625472
"589","AHU2E",2021-03-13 06:00:00,67.59999847,0,0,0,0,0,0,55,103.2316653,70.23333232,0,96.932443962296,94.2357784332035,0.157920361152516,0.64959894930118
"590","AHU2E",2021-03-13 06:30:00,67.80000178,0,0,0,0,0,0,55,103.7399979,70.46666718,0,97.171390525679,94.440591822809,0.160706718890344,0.652797699625472
"591","AHU2E",2021-03-13 07:00:00,67.96666718,0,0,0,0,0,0,55,103.7399979,70.51666641,0,97.2225922371605,94.611265525679,0.153675826530845,0.652797699625472
"592","AHU2E",2021-03-13 07:30:00,68.09999847,0,0,0,0,0,0,55,103.2316653,70.5,0,97.205525,94.7478034332035,0.143927481274047,0.64959894930118
"593","AHU2E",2021-03-13 08:00:00,58.06666629,0.833333333,0.833333333,0,0.833333333,0.833333333,22.93333308,55.16666667,4234.423382,56.56666692,56.46666654,82.937095259426,84.4731696142745,3.68981531584346,26.6456708980703
"594","AHU2E",2021-03-13 08:30:00,57.36666679,1,1,0,1,1,24.80000019,60.33333333,4544.693359,58.01666705,56.13333384,84.4219678925525,83.7563351262995,1.71607944534784,28.5980858908265
"595","AHU2E",2021-03-13 09:00:00,59.83333206,1,1,0,1,1,22.3166666,62,4375.31665,60.76666641,54.38333448,87.2381047371605,86.282323696043,2.37228035451488,27.5322604788006
"596","AHU2E",2021-03-13 09:30:00,60.53333346,1,1,0,1,1,22.70000076,62,4458.733398,61.45000013,54.40000153,87.9378726331265,86.999160129713,2.37433622969012,28.0571714322125
"597","AHU2E",2021-03-13 10:00:00,59.51666705,1,1,0,1,1,22.93333371,60.33333333,4467.381592,60.28333282,54.40000153,86.743146974321,85.9580428925525,1.98965783832985,28.1115913402845
"598","AHU2E",2021-03-13 10:30:00,58.78333346,1,1,0,1,1,24.16666635,54.66666667,4568.093262,56.01666641,54.40000153,82.3738672371605,85.207072629713,7.34194510742537,28.7453328848411
"599","AHU2E",2021-03-13 11:00:00,60.1666673,1,1,0,1,1,26.13333384,56.5,4702.880046,56.40000025,54.40000153,82.7664202560125,86.623675648565,10.2905931438818,29.5934966048744
"600","AHU2E",2021-03-13 11:30:00,62.90000025,1,1,0,1,1,25.96666686,61.5,4534.521729,60.86666679,54.40000153,87.3405101262995,89.4227452560125,5.35623185620303,28.5340795596152
"601","AHU2E",2021-03-13 12:00:00,62.76666705,1,1,0,1,1,24.20000013,61,4344.288249,60.81666756,54.40000153,87.289308414818,89.2862053925525,4.92121574417047,27.3370101490735
"602","AHU2E",2021-03-13 12:30:00,63.70000013,1,1,0,1,1,23.76666705,55.66666667,4296.986816,56.80000051,54.40000153,83.1760405222655,90.2419851331265,17.2239343489974,27.0393596065976
"603","AHU2E",2021-03-13 13:00:00,65.16666794,1,1,0,1,1,23.44999981,57.5,4383.96167,57.41666667,54.14999898,83.8075375034135,91.743926303957,19.7373024173195,27.5866604140565
"604","AHU2E",2021-03-13 13:30:00,65.96666718,1,1,0,1,1,25.83333333,63,4496.881673,62.53333282,54.09999847,89.047259474321,92.563165525679,8.96905801881306,28.2972245136545
"605","AHU2E",2021-03-13 14:00:00,66.71666845,1,1,0,1,1,24.20000013,63,4249.173421,62.9166673,54.08333206,89.439813148565,93.3312043262225,9.38009977102141,26.7384874753164
"606","AHU2E",2021-03-13 14:30:00,66.44999949,1,1,0,1,1,21.38333352,58,3887.021647,58.60000038,52.31666629,85.019330389139,93.0581219777345,17.7257998099979,24.4595993919527
"607","AHU2E",2021-03-13 15:00:00,66.41666667,1,1,0,1,1,20,57,3830.053263,57.3333327,51.20000076,83.722199351435,93.0239875034135,20.2101422046181,24.1011182778271
"608","AHU2E",2021-03-13 15:30:00,66.45000076,1,1,0,1,1,20.14999994,57,4099.633382,57.68333308,51.20000076,84.080617240574,93.058123278278,20.8784780934967,25.7974869409304
"609","AHU2E",2021-03-13 16:00:00,64.81666692,1,1,0,1,1,22.31666692,57.5,4162.70341,57.26666641,51.20000076,83.6539297371605,91.385507759426,18.2575173994258,26.1943634594107
"610","AHU2E",2021-03-13 16:30:00,64.41666794,1,1,0,1,1,20.23333359,58,3918.556641,57.21666654,51.20000076,83.602727370287,90.975888803957,16.3899633717611,24.6580375253402
"611","AHU2E",2021-03-13 17:00:00,64.26666641,1,1,0,1,1,20.58333365,58,4052.328288,57.51666641,51.20000076,83.9099422371605,90.8222797371605,15.8901379499411,25.4998133611262
"612","AHU2E",2021-03-13 17:30:00,63.69999949,1,1,0,1,1,21.53333346,58,4171.859985,57.4166673,51.20000076,83.807538148565,90.2419844777345,15.2278650195836,26.2519824223705
"613","AHU2E",2021-03-13 18:00:00,63.21666654,0,0,0,0,0,1.716666698,55,147.993337,58.76666641,0,85.1900047371605,89.747027370287,0.382579292790154,0.931267706855209
"614","AHU2E",2021-03-13 18:30:00,63.40000089,0,0,0,0,0,0,55,100.6900024,64.09999975,0,90.6516047439875,89.9347709114045,0.0409451962847475,0.633605198308985
"615","AHU2E",2021-03-13 19:00:00,63.59999975,0,0,0,0,0,0,55,100.6900024,67.88333384,0,94.525928018852,90.1395797439875,0.250546058129585,0.633605198308985
"616","AHU2E",2021-03-13 19:30:00,63.90000025,0,0,0,0,0,0,55,100.6900024,69.60000102,0,96.283881044531,90.4467952560125,0.333411472057061,0.633605198308985
